op,dtype,mode,shape,latency_base_ms,latency_ms,speedup
CUTENSOR_OP_EXP,bf16,kernel,[[8388608]],0.143423,0.073673,1.9468
CUTENSOR_OP_EXP,bf16,kernel,"[[128,128]]",0.008288,0.004538,1.8263
CUTENSOR_OP_EXP,bf16,kernel,"[[32,64,16]]",0.010269,0.005577,1.8414
CUTENSOR_OP_EXP,bf16,kernel,"[[64,256]]",0.008269,0.004481,1.8455
CUTENSOR_OP_EXP,bf16,kernel,"[[16,64,64]]",0.010500,0.005865,1.7902
CUTENSOR_OP_EXP,bf16,kernel,"[[256,512]]",0.010808,0.006019,1.7955
CUTENSOR_OP_EXP,bf16,kernel,"[[128,1024]]",0.011192,0.006058,1.8476
CUTENSOR_OP_EXP,bf16,kernel,"[[64,64,64]]",0.012654,0.006962,1.8177
CUTENSOR_OP_EXP,bf16,kernel,"[[128,128,64]]",0.023385,0.014404,1.6235
CUTENSOR_OP_EXP,fp32,kernel,[[1024]],0.006654,0.003500,1.9011
CUTENSOR_OP_EXP,fp32,kernel,[[2048]],0.006962,0.003827,1.8191
CUTENSOR_OP_EXP,fp32,kernel,[[4096]],0.007269,0.004442,1.6364
CUTENSOR_OP_EXP,fp32,kernel,[[8192]],0.007712,0.004038,1.9095
CUTENSOR_OP_EXP,fp32,kernel,[[16384]],0.008865,0.004538,1.9534
CUTENSOR_OP_EXP,fp32,kernel,[[32768]],0.010808,0.005615,1.9247
CUTENSOR_OP_EXP,fp32,kernel,[[65536]],0.011173,0.005865,1.9049
CUTENSOR_OP_EXP,fp32,kernel,[[131072]],0.011981,0.006635,1.8058
CUTENSOR_OP_EXP,fp32,kernel,[[262144]],0.014577,0.008923,1.6336
CUTENSOR_OP_EXP,fp32,kernel,[[524288]],0.021635,0.014481,1.4940
CUTENSOR_OP_EXP,fp32,kernel,[[1048576]],0.035673,0.025154,1.4182
CUTENSOR_OP_EXP,fp32,kernel,[[2097152]],0.059558,0.046673,1.2761
CUTENSOR_OP_EXP,fp32,kernel,[[4194304]],0.136173,0.073327,1.8571
CUTENSOR_OP_EXP,fp32,kernel,[[8388608]],0.251058,0.131712,1.9061
CUTENSOR_OP_EXP,fp32,kernel,"[[128,128]]",0.008673,0.004577,1.8950
CUTENSOR_OP_EXP,fp32,kernel,"[[32,64,16]]",0.010731,0.005827,1.8416
CUTENSOR_OP_EXP,fp32,kernel,"[[64,256]]",0.008731,0.004538,1.9237
CUTENSOR_OP_EXP,fp32,kernel,"[[16,64,64]]",0.010788,0.005692,1.8953
CUTENSOR_OP_EXP,fp32,kernel,"[[256,512]]",0.011519,0.006692,1.7213
CUTENSOR_OP_EXP,fp32,kernel,"[[128,1024]]",0.011827,0.006654,1.7775
CUTENSOR_OP_EXP,fp32,kernel,"[[64,64,64]]",0.014462,0.008885,1.6277
CUTENSOR_OP_EXP,fp32,kernel,"[[128,128,64]]",0.035731,0.025077,1.4248
CUTENSOR_OP_EXP,fp16,kernel,[[1024]],0.007192,0.003462,2.0778
CUTENSOR_OP_EXP,fp16,kernel,[[2048]],0.006385,0.003654,1.7474
CUTENSOR_OP_EXP,fp16,kernel,[[4096]],0.006596,0.004192,1.5734
CUTENSOR_OP_EXP,fp16,kernel,[[8192]],0.007058,0.003808,1.8535
CUTENSOR_OP_EXP,fp16,kernel,[[16384]],0.008096,0.004327,1.8711
CUTENSOR_OP_EXP,fp16,kernel,[[32768]],0.010019,0.005250,1.9084
CUTENSOR_OP_EXP,fp16,kernel,[[65536]],0.010308,0.005327,1.9350
CUTENSOR_OP_EXP,fp16,kernel,[[131072]],0.010962,0.005885,1.8627
CUTENSOR_OP_EXP,fp16,kernel,[[262144]],0.012423,0.006712,1.8510
CUTENSOR_OP_EXP,fp16,kernel,[[524288]],0.015673,0.008885,1.7641
CUTENSOR_OP_EXP,fp16,kernel,[[1048576]],0.023077,0.014096,1.6371
CUTENSOR_OP_EXP,fp16,kernel,[[2097152]],0.037673,0.024923,1.5116
CUTENSOR_OP_EXP,fp16,kernel,[[4194304]],0.064846,0.046519,1.3940
CUTENSOR_OP_EXP,fp16,kernel,[[8388608]],0.143288,0.073385,1.9526
CUTENSOR_OP_EXP,fp16,kernel,"[[128,128]]",0.008365,0.004538,1.8432
CUTENSOR_OP_EXP,fp16,kernel,"[[32,64,16]]",0.010173,0.005500,1.8497
CUTENSOR_OP_EXP,fp16,kernel,"[[64,256]]",0.008288,0.004481,1.8498
CUTENSOR_OP_EXP,fp16,kernel,"[[16,64,64]]",0.010500,0.005577,1.8828
CUTENSOR_OP_EXP,fp16,kernel,"[[256,512]]",0.011058,0.005904,1.8730
CUTENSOR_OP_EXP,fp16,kernel,"[[128,1024]]",0.010846,0.005923,1.8312
CUTENSOR_OP_EXP,fp16,kernel,"[[64,64,64]]",0.012462,0.006673,1.8674
CUTENSOR_OP_EXP,fp16,kernel,"[[128,128,64]]",0.023173,0.014115,1.6417
CUTENSOR_OP_FLOOR,fp16,kernel,[[1024]],0.007908,0.003919,2.0177
CUTENSOR_OP_FLOOR,fp16,kernel,[[2048]],0.006654,0.004019,1.6555
CUTENSOR_OP_FLOOR,fp16,kernel,[[4096]],0.006904,0.004481,1.5408
CUTENSOR_OP_FLOOR,fp16,kernel,[[8192]],0.007500,0.004154,1.8056
CUTENSOR_OP_FLOOR,fp16,kernel,[[16384]],0.008577,0.004692,1.8279
CUTENSOR_OP_FLOOR,fp16,kernel,[[32768]],0.010500,0.005731,1.8322
CUTENSOR_OP_FLOOR,fp16,kernel,[[65536]],0.010904,0.005846,1.8651
CUTENSOR_OP_FLOOR,fp16,kernel,[[131072]],0.011327,0.006154,1.8406
CUTENSOR_OP_FLOOR,fp16,kernel,[[262144]],0.012808,0.007212,1.7760
CUTENSOR_OP_FLOOR,fp16,kernel,[[524288]],0.016096,0.009308,1.7293
CUTENSOR_OP_FLOOR,fp16,kernel,[[1048576]],0.023519,0.014500,1.6220
CUTENSOR_OP_FLOOR,fp16,kernel,[[2097152]],0.037750,0.025519,1.4793
CUTENSOR_OP_FLOOR,fp16,kernel,[[4194304]],0.064750,0.046596,1.3896
CUTENSOR_OP_FLOOR,fp16,kernel,[[8388608]],0.143404,0.074173,1.9334
CUTENSOR_OP_FLOOR,fp16,kernel,"[[128,128]]",0.008577,0.004712,1.8204
CUTENSOR_OP_FLOOR,fp16,kernel,"[[32,64,16]]",0.010519,0.005423,1.9397
CUTENSOR_OP_FLOOR,fp16,kernel,"[[64,256]]",0.008538,0.004673,1.8272
CUTENSOR_OP_FLOOR,fp16,kernel,"[[16,64,64]]",0.010846,0.005712,1.8990
CUTENSOR_OP_FLOOR,fp16,kernel,"[[256,512]]",0.011288,0.006154,1.8344
CUTENSOR_OP_FLOOR,fp16,kernel,"[[128,1024]]",0.011192,0.006077,1.8418
CUTENSOR_OP_FLOOR,fp16,kernel,"[[64,64,64]]",0.012808,0.006962,1.8398
CUTENSOR_OP_FLOOR,fp16,kernel,"[[128,128,64]]",0.023442,0.014327,1.6362
CUTENSOR_OP_FLOOR,bf16,kernel,[[1024]],0.007519,0.003712,2.0259
CUTENSOR_OP_FLOOR,bf16,kernel,[[2048]],0.006654,0.004000,1.6635
CUTENSOR_OP_FLOOR,bf16,kernel,[[4096]],0.006885,0.004462,1.5431
CUTENSOR_OP_FLOOR,bf16,kernel,[[8192]],0.007481,0.004077,1.8349
CUTENSOR_OP_FLOOR,bf16,kernel,[[16384]],0.008558,0.004577,1.8697
CUTENSOR_OP_FLOOR,bf16,kernel,[[32768]],0.010538,0.005500,1.9161
CUTENSOR_OP_FLOOR,bf16,kernel,[[65536]],0.010865,0.005712,1.9024
CUTENSOR_OP_FLOOR,bf16,kernel,[[131072]],0.011308,0.006096,1.8549
CUTENSOR_OP_FLOOR,bf16,kernel,[[262144]],0.012423,0.006962,1.7845
CUTENSOR_OP_FLOOR,bf16,kernel,[[524288]],0.016096,0.009077,1.7733
CUTENSOR_OP_FLOOR,bf16,kernel,[[1048576]],0.023423,0.014442,1.6218
CUTENSOR_OP_FLOOR,bf16,kernel,[[2097152]],0.037712,0.025481,1.4800
CUTENSOR_OP_FLOOR,bf16,kernel,[[4194304]],0.064654,0.046712,1.3841
CUTENSOR_OP_FLOOR,bf16,kernel,[[8388608]],0.143404,0.074115,1.9349
CUTENSOR_OP_FLOOR,bf16,kernel,"[[128,128]]",0.008596,0.004846,1.7738
CUTENSOR_OP_FLOOR,bf16,kernel,"[[32,64,16]]",0.008038,0.004481,1.7940
CUTENSOR_OP_FLOOR,bf16,kernel,"[[64,256]]",0.007365,0.004000,1.8413
CUTENSOR_OP_FLOOR,bf16,kernel,"[[16,64,64]]",0.010808,0.005846,1.8487
CUTENSOR_OP_FLOOR,bf16,kernel,"[[256,512]]",0.011327,0.006038,1.8758
CUTENSOR_OP_FLOOR,bf16,kernel,"[[128,1024]]",0.011269,0.006000,1.8782
CUTENSOR_OP_FLOOR,bf16,kernel,"[[64,64,64]]",0.012827,0.006923,1.8528
CUTENSOR_OP_FLOOR,bf16,kernel,"[[128,128,64]]",0.023462,0.014327,1.6376
CUTENSOR_OP_FLOOR,fp32,kernel,[[1024]],0.006712,0.003731,1.7990
CUTENSOR_OP_FLOOR,fp32,kernel,[[2048]],0.006904,0.003981,1.7343
CUTENSOR_OP_FLOOR,fp32,kernel,[[4096]],0.007173,0.004500,1.5940
CUTENSOR_OP_FLOOR,fp32,kernel,[[8192]],0.007712,0.004192,1.8394
CUTENSOR_OP_FLOOR,fp32,kernel,[[16384]],0.008808,0.004750,1.8543
CUTENSOR_OP_FLOOR,fp32,kernel,[[32768]],0.010788,0.005808,1.8576
CUTENSOR_OP_FLOOR,fp32,kernel,[[65536]],0.011327,0.006212,1.8235
CUTENSOR_OP_FLOOR,fp32,kernel,[[131072]],0.012442,0.007308,1.7026
CUTENSOR_OP_FLOOR,fp32,kernel,[[262144]],0.015192,0.009519,1.5960
CUTENSOR_OP_FLOOR,fp32,kernel,[[524288]],0.022442,0.014808,1.5156
CUTENSOR_OP_FLOOR,fp32,kernel,[[1048576]],0.036673,0.025538,1.4360
CUTENSOR_OP_FLOOR,fp32,kernel,[[2097152]],0.060558,0.047058,1.2869
CUTENSOR_OP_FLOOR,fp32,kernel,[[4194304]],0.136904,0.073635,1.8592
CUTENSOR_OP_FLOOR,fp32,kernel,[[8388608]],0.251442,0.131962,1.9054
CUTENSOR_OP_FLOOR,fp32,kernel,"[[128,128]]",0.008846,0.004865,1.8182
CUTENSOR_OP_FLOOR,fp32,kernel,"[[32,64,16]]",0.010788,0.005942,1.8155
CUTENSOR_OP_FLOOR,fp32,kernel,"[[64,256]]",0.008654,0.004769,1.8145
CUTENSOR_OP_FLOOR,fp32,kernel,"[[16,64,64]]",0.011231,0.005904,1.9023
CUTENSOR_OP_FLOOR,fp32,kernel,"[[256,512]]",0.011962,0.006962,1.7182
CUTENSOR_OP_FLOOR,fp32,kernel,"[[128,1024]]",0.011962,0.007077,1.6902
CUTENSOR_OP_FLOOR,fp32,kernel,"[[64,64,64]]",0.015115,0.009269,1.6307
CUTENSOR_OP_FLOOR,fp32,kernel,"[[128,128,64]]",0.036500,0.025346,1.4401
CUTENSOR_OP_IDENTITY,fp16,kernel,[[1024]],0.004081,0.003377,1.2084
CUTENSOR_OP_IDENTITY,fp16,kernel,[[2048]],0.003538,0.003500,1.0110
CUTENSOR_OP_IDENTITY,fp16,kernel,[[4096]],0.003712,0.003365,1.1029
CUTENSOR_OP_IDENTITY,fp16,kernel,[[8192]],0.003846,0.003442,1.1173
CUTENSOR_OP_IDENTITY,fp16,kernel,[[16384]],0.004115,0.003577,1.1505
CUTENSOR_OP_IDENTITY,fp16,kernel,[[32768]],0.004462,0.003846,1.1600
CUTENSOR_OP_IDENTITY,fp16,kernel,[[65536]],0.004654,0.004000,1.1635
CUTENSOR_OP_IDENTITY,fp16,kernel,[[131072]],0.005058,0.004500,1.1239
CUTENSOR_OP_IDENTITY,fp16,kernel,[[262144]],0.006269,0.005558,1.1280
CUTENSOR_OP_IDENTITY,fp16,kernel,[[524288]],0.009000,0.008019,1.1223
CUTENSOR_OP_IDENTITY,fp16,kernel,[[1048576]],0.014654,0.013500,1.0855
CUTENSOR_OP_IDENTITY,fp16,kernel,[[2097152]],0.025808,0.024346,1.0600
CUTENSOR_OP_IDENTITY,fp16,kernel,[[4194304]],0.048231,0.045731,1.0547
CUTENSOR_OP_IDENTITY,fp16,kernel,[[8388608]],0.077808,0.074115,1.0498
CUTENSOR_OP_IDENTITY,fp16,kernel,"[[128,128]]",0.004154,0.003654,1.1368
CUTENSOR_OP_IDENTITY,fp16,kernel,"[[32,64,16]]",0.004442,0.003750,1.1846
CUTENSOR_OP_IDENTITY,fp16,kernel,"[[64,256]]",0.004115,0.003577,1.1505
CUTENSOR_OP_IDENTITY,fp16,kernel,"[[16,64,64]]",0.004673,0.003942,1.1854
CUTENSOR_OP_IDENTITY,fp16,kernel,"[[256,512]]",0.005135,0.004500,1.1410
CUTENSOR_OP_IDENTITY,fp16,kernel,"[[128,1024]]",0.005038,0.004615,1.0917
CUTENSOR_OP_IDENTITY,fp16,kernel,"[[64,64,64]]",0.006269,0.005538,1.1319
CUTENSOR_OP_IDENTITY,fp16,kernel,"[[128,128,64]]",0.014692,0.013365,1.0993
CUTENSOR_OP_IDENTITY,bf16,kernel,[[1024]],0.003981,0.003212,1.2395
CUTENSOR_OP_IDENTITY,bf16,kernel,[[2048]],0.003558,0.003288,1.0819
CUTENSOR_OP_IDENTITY,bf16,kernel,[[4096]],0.003673,0.003442,1.0670
CUTENSOR_OP_IDENTITY,bf16,kernel,[[8192]],0.003846,0.003462,1.1111
CUTENSOR_OP_IDENTITY,bf16,kernel,[[16384]],0.004077,0.003577,1.1398
CUTENSOR_OP_IDENTITY,bf16,kernel,[[32768]],0.004442,0.003808,1.1667
CUTENSOR_OP_IDENTITY,bf16,kernel,[[65536]],0.004692,0.003962,1.1845
CUTENSOR_OP_IDENTITY,bf16,kernel,[[131072]],0.005077,0.004500,1.1282
CUTENSOR_OP_IDENTITY,bf16,kernel,[[262144]],0.006250,0.005615,1.1130
CUTENSOR_OP_IDENTITY,bf16,kernel,[[524288]],0.008923,0.008077,1.1048
CUTENSOR_OP_IDENTITY,bf16,kernel,[[1048576]],0.014673,0.013558,1.0823
CUTENSOR_OP_IDENTITY,bf16,kernel,[[2097152]],0.025692,0.024423,1.0520
CUTENSOR_OP_IDENTITY,bf16,kernel,[[4194304]],0.048308,0.045731,1.0563
CUTENSOR_OP_IDENTITY,bf16,kernel,[[8388608]],0.077808,0.074077,1.0504
CUTENSOR_OP_IDENTITY,bf16,kernel,"[[128,128]]",0.004135,0.003808,1.0859
CUTENSOR_OP_IDENTITY,bf16,kernel,"[[32,64,16]]",0.004462,0.003712,1.2021
CUTENSOR_OP_IDENTITY,bf16,kernel,"[[64,256]]",0.004096,0.003596,1.1390
CUTENSOR_OP_IDENTITY,bf16,kernel,"[[16,64,64]]",0.004769,0.004019,1.1866
CUTENSOR_OP_IDENTITY,bf16,kernel,"[[256,512]]",0.005154,0.005077,1.0152
CUTENSOR_OP_IDENTITY,bf16,kernel,"[[128,1024]]",0.005269,0.004865,1.0830
CUTENSOR_OP_IDENTITY,bf16,kernel,"[[64,64,64]]",0.006327,0.006019,1.0511
CUTENSOR_OP_IDENTITY,bf16,kernel,"[[128,128,64]]",0.014769,0.013596,1.0863
CUTENSOR_OP_IDENTITY,fp32,kernel,[[1024]],0.003519,0.003385,1.0398
CUTENSOR_OP_IDENTITY,fp32,kernel,[[2048]],0.003635,0.003481,1.0442
CUTENSOR_OP_IDENTITY,fp32,kernel,[[4096]],0.003981,0.004673,0.8519
CUTENSOR_OP_IDENTITY,fp32,kernel,[[8192]],0.004404,0.004154,1.0602
CUTENSOR_OP_IDENTITY,fp32,kernel,[[16384]],0.005192,0.004827,1.0757
CUTENSOR_OP_IDENTITY,fp32,kernel,[[32768]],0.004558,0.004500,1.0128
CUTENSOR_OP_IDENTITY,fp32,kernel,[[65536]],0.005000,0.005000,1.0000
CUTENSOR_OP_IDENTITY,fp32,kernel,[[131072]],0.006077,0.006096,0.9968
CUTENSOR_OP_IDENTITY,fp32,kernel,[[262144]],0.008404,0.008500,0.9887
CUTENSOR_OP_IDENTITY,fp32,kernel,[[524288]],0.013712,0.013885,0.9875
CUTENSOR_OP_IDENTITY,fp32,kernel,[[1048576]],0.024365,0.024481,0.9953
CUTENSOR_OP_IDENTITY,fp32,kernel,[[2097152]],0.045827,0.046096,0.9942
CUTENSOR_OP_IDENTITY,fp32,kernel,[[4194304]],0.074423,0.073346,1.0147
CUTENSOR_OP_IDENTITY,fp32,kernel,[[8388608]],0.131635,0.131731,0.9993
CUTENSOR_OP_IDENTITY,fp32,kernel,"[[128,128]]",0.004096,0.003885,1.0545
CUTENSOR_OP_IDENTITY,fp32,kernel,"[[32,64,16]]",0.004538,0.004365,1.0396
CUTENSOR_OP_IDENTITY,fp32,kernel,"[[64,256]]",0.004077,0.003808,1.0707
CUTENSOR_OP_IDENTITY,fp32,kernel,"[[16,64,64]]",0.004865,0.004538,1.0720
CUTENSOR_OP_IDENTITY,fp32,kernel,"[[256,512]]",0.005962,0.005788,1.0299
CUTENSOR_OP_IDENTITY,fp32,kernel,"[[128,1024]]",0.005962,0.005827,1.0231
CUTENSOR_OP_IDENTITY,fp32,kernel,"[[64,64,64]]",0.008365,0.008346,1.0023
CUTENSOR_OP_IDENTITY,fp32,kernel,"[[128,128,64]]",0.024596,0.024423,1.0071
CUTENSOR_OP_LOG,fp32,kernel,[[1024]],0.007112,0.003881,1.8325
CUTENSOR_OP_LOG,fp32,kernel,[[2048]],0.007385,0.004019,1.8373
CUTENSOR_OP_LOG,fp32,kernel,[[4096]],0.007750,0.004635,1.6722
CUTENSOR_OP_LOG,fp32,kernel,[[8192]],0.008481,0.004385,1.9342
CUTENSOR_OP_LOG,fp32,kernel,[[16384]],0.010000,0.005154,1.9403
CUTENSOR_OP_LOG,fp32,kernel,[[32768]],0.013058,0.006885,1.8966
CUTENSOR_OP_LOG,fp32,kernel,[[65536]],0.013327,0.006692,1.9914
CUTENSOR_OP_LOG,fp32,kernel,[[131072]],0.013981,0.007615,1.8359
CUTENSOR_OP_LOG,fp32,kernel,[[262144]],0.016385,0.009500,1.7247
CUTENSOR_OP_LOG,fp32,kernel,[[524288]],0.020019,0.014654,1.3661
CUTENSOR_OP_LOG,fp32,kernel,[[1048576]],0.034385,0.024404,1.4090
CUTENSOR_OP_LOG,fp32,kernel,[[2097152]],0.057981,0.045731,1.2679
CUTENSOR_OP_LOG,fp32,kernel,[[4194304]],0.135519,0.072942,1.8579
CUTENSOR_OP_LOG,fp32,kernel,[[8388608]],0.250250,0.131712,1.9000
CUTENSOR_OP_LOG,fp32,kernel,"[[128,128]]",0.007904,0.004327,1.8267
CUTENSOR_OP_LOG,fp32,kernel,"[[32,64,16]]",0.008731,0.005096,1.7132
CUTENSOR_OP_LOG,fp32,kernel,"[[64,256]]",0.007904,0.004308,1.8348
CUTENSOR_OP_LOG,fp32,kernel,"[[16,64,64]]",0.008962,0.005154,1.7388
CUTENSOR_OP_LOG,fp32,kernel,"[[256,512]]",0.009635,0.006000,1.6058
CUTENSOR_OP_LOG,fp32,kernel,"[[128,1024]]",0.009923,0.006058,1.6381
CUTENSOR_OP_LOG,fp32,kernel,"[[64,64,64]]",0.013038,0.008462,1.5409
CUTENSOR_OP_LOG,fp32,kernel,"[[128,128,64]]",0.034654,0.024654,1.4056
CUTENSOR_OP_LOG,fp16,kernel,[[1024]],0.007212,0.003596,2.0053
CUTENSOR_OP_LOG,fp16,kernel,[[2048]],0.006481,0.003750,1.7282
CUTENSOR_OP_LOG,fp16,kernel,[[4096]],0.006673,0.004038,1.6524
CUTENSOR_OP_LOG,fp16,kernel,[[8192]],0.006981,0.004404,1.5852
CUTENSOR_OP_LOG,fp16,kernel,[[16384]],0.007481,0.004558,1.6414
CUTENSOR_OP_LOG,fp16,kernel,[[32768]],0.008212,0.005058,1.6236
CUTENSOR_OP_LOG,fp16,kernel,[[65536]],0.008500,0.005404,1.5730
CUTENSOR_OP_LOG,fp16,kernel,[[131072]],0.008865,0.005577,1.5897
CUTENSOR_OP_LOG,fp16,kernel,[[262144]],0.010077,0.006731,1.4971
CUTENSOR_OP_LOG,fp16,kernel,[[524288]],0.013904,0.009115,1.5253
CUTENSOR_OP_LOG,fp16,kernel,[[1048576]],0.021788,0.014808,1.4714
CUTENSOR_OP_LOG,fp16,kernel,[[2097152]],0.036712,0.026385,1.3914
CUTENSOR_OP_LOG,fp16,kernel,[[4194304]],0.063942,0.048558,1.3168
CUTENSOR_OP_LOG,fp16,kernel,[[8388608]],0.142923,0.077135,1.8529
CUTENSOR_OP_LOG,fp16,kernel,"[[128,128]]",0.007423,0.004538,1.6356
CUTENSOR_OP_LOG,fp16,kernel,"[[32,64,16]]",0.008115,0.004769,1.7016
CUTENSOR_OP_LOG,fp16,kernel,"[[64,256]]",0.007365,0.004481,1.6438
CUTENSOR_OP_LOG,fp16,kernel,"[[16,64,64]]",0.008269,0.004808,1.7200
CUTENSOR_OP_LOG,fp16,kernel,"[[256,512]]",0.008654,0.005096,1.6981
CUTENSOR_OP_LOG,fp16,kernel,"[[128,1024]]",0.008712,0.005077,1.7159
CUTENSOR_OP_LOG,fp16,kernel,"[[64,64,64]]",0.010731,0.006385,1.6807
CUTENSOR_OP_LOG,fp16,kernel,"[[128,128,64]]",0.021788,0.014865,1.4657
CUTENSOR_OP_LOG,bf16,kernel,[[1024]],0.007212,0.003519,2.0492
CUTENSOR_OP_LOG,bf16,kernel,[[2048]],0.006481,0.003635,1.7831
CUTENSOR_OP_LOG,bf16,kernel,[[4096]],0.006692,0.003788,1.7665
CUTENSOR_OP_LOG,bf16,kernel,[[8192]],0.006904,0.003923,1.7598
CUTENSOR_OP_LOG,bf16,kernel,[[16384]],0.007365,0.004115,1.7897
CUTENSOR_OP_LOG,bf16,kernel,[[32768]],0.008154,0.004500,1.8120
CUTENSOR_OP_LOG,bf16,kernel,[[65536]],0.008404,0.004654,1.8058
CUTENSOR_OP_LOG,bf16,kernel,[[131072]],0.008808,0.004981,1.7683
CUTENSOR_OP_LOG,bf16,kernel,[[262144]],0.010712,0.006288,1.7034
CUTENSOR_OP_LOG,bf16,kernel,[[524288]],0.013885,0.008346,1.6636
CUTENSOR_OP_LOG,bf16,kernel,[[1048576]],0.021808,0.013519,1.6131
CUTENSOR_OP_LOG,bf16,kernel,[[2097152]],0.036500,0.025019,1.4589
CUTENSOR_OP_LOG,bf16,kernel,[[4194304]],0.063673,0.046269,1.3761
CUTENSOR_OP_LOG,bf16,kernel,[[8388608]],0.142288,0.074788,1.9025
CUTENSOR_OP_LOG,bf16,kernel,"[[128,128]]",0.007327,0.004135,1.7721
CUTENSOR_OP_LOG,bf16,kernel,"[[32,64,16]]",0.007885,0.004154,1.8981
CUTENSOR_OP_LOG,bf16,kernel,"[[64,256]]",0.007308,0.003962,1.8447
CUTENSOR_OP_LOG,bf16,kernel,"[[16,64,64]]",0.008192,0.004423,1.8522
CUTENSOR_OP_LOG,bf16,kernel,"[[256,512]]",0.008596,0.004923,1.7461
CUTENSOR_OP_LOG,bf16,kernel,"[[128,1024]]",0.008558,0.004923,1.7383
CUTENSOR_OP_LOG,bf16,kernel,"[[64,64,64]]",0.010519,0.006058,1.7365
CUTENSOR_OP_LOG,bf16,kernel,"[[128,128,64]]",0.021635,0.013346,1.6210
CUTENSOR_OP_MAX,fp32,kernel,[[1024]],0.010077,0.003962,2.5437
CUTENSOR_OP_MAX,fp32,kernel,[[2048]],0.010577,0.004077,2.5943
CUTENSOR_OP_MAX,fp32,kernel,[[4096]],0.010962,0.004481,2.4464
CUTENSOR_OP_MAX,fp32,kernel,[[8192]],0.011750,0.004404,2.6681
CUTENSOR_OP_MAX,fp32,kernel,[[16384]],0.013346,0.005038,2.6489
CUTENSOR_OP_MAX,fp32,kernel,[[32768]],0.016558,0.006135,2.6991
CUTENSOR_OP_MAX,fp32,kernel,[[65536]],0.017019,0.006654,2.5578
CUTENSOR_OP_MAX,fp32,kernel,[[131072]],0.018962,0.008673,2.1863
CUTENSOR_OP_MAX,fp32,kernel,[[262144]],0.024038,0.012904,1.8629
CUTENSOR_OP_MAX,fp32,kernel,[[524288]],0.036827,0.022115,1.6652
CUTENSOR_OP_MAX,fp32,kernel,[[1048576]],0.061404,0.040308,1.5234
CUTENSOR_OP_MAX,fp32,kernel,[[2097152]],0.124538,0.063712,1.9547
CUTENSOR_OP_MAX,fp32,kernel,[[4194304]],0.230635,0.107385,2.1477
CUTENSOR_OP_MAX,fp32,kernel,[[8388608]],0.430462,0.192962,2.2308
CUTENSOR_OP_MAX,fp32,kernel,"[[128,128]]",0.013481,0.005192,2.5963
CUTENSOR_OP_MAX,fp32,kernel,"[[32,64,16]]",0.016346,0.006231,2.6235
CUTENSOR_OP_MAX,fp32,kernel,"[[64,256]]",0.013404,0.005115,2.6203
CUTENSOR_OP_MAX,fp32,kernel,"[[16,64,64]]",0.017385,0.006865,2.5322
CUTENSOR_OP_MAX,fp32,kernel,"[[256,512]]",0.019385,0.008750,2.2154
CUTENSOR_OP_MAX,fp32,kernel,"[[128,1024]]",0.019385,0.008769,2.2105
CUTENSOR_OP_MAX,fp32,kernel,"[[64,64,64]]",0.024654,0.013000,1.8964
CUTENSOR_OP_MAX,fp32,kernel,"[[128,128,64]]",0.062212,0.040558,1.5339
CUTENSOR_OP_MAX,fp16,kernel,[[1024]],0.011250,0.003769,2.9847
CUTENSOR_OP_MAX,fp16,kernel,[[2048]],0.010423,0.004000,2.6058
CUTENSOR_OP_MAX,fp16,kernel,[[4096]],0.010827,0.004462,2.4267
CUTENSOR_OP_MAX,fp16,kernel,[[8192]],0.011635,0.004154,2.8009
CUTENSOR_OP_MAX,fp16,kernel,[[16384]],0.013288,0.004731,2.8089
CUTENSOR_OP_MAX,fp16,kernel,[[32768]],0.016135,0.005788,2.7874
CUTENSOR_OP_MAX,fp16,kernel,[[65536]],0.016769,0.006192,2.7081
CUTENSOR_OP_MAX,fp16,kernel,[[131072]],0.017865,0.006769,2.6392
CUTENSOR_OP_MAX,fp16,kernel,[[262144]],0.020654,0.008654,2.3867
CUTENSOR_OP_MAX,fp16,kernel,[[524288]],0.026500,0.012827,2.0660
CUTENSOR_OP_MAX,fp16,kernel,[[1048576]],0.040212,0.022038,1.8246
CUTENSOR_OP_MAX,fp16,kernel,[[2097152]],0.066615,0.040462,1.6464
CUTENSOR_OP_MAX,fp16,kernel,[[4194304]],0.134423,0.064692,2.0779
CUTENSOR_OP_MAX,fp16,kernel,[[8388608]],0.244154,0.107423,2.2728
CUTENSOR_OP_MAX,fp16,kernel,"[[128,128]]",0.013346,0.004712,2.8327
CUTENSOR_OP_MAX,fp16,kernel,"[[32,64,16]]",0.016154,0.005712,2.8283
CUTENSOR_OP_MAX,fp16,kernel,"[[64,256]]",0.013269,0.004712,2.8163
CUTENSOR_OP_MAX,fp16,kernel,"[[16,64,64]]",0.017000,0.006231,2.7284
CUTENSOR_OP_MAX,fp16,kernel,"[[256,512]]",0.017808,0.006904,2.5794
CUTENSOR_OP_MAX,fp16,kernel,"[[128,1024]]",0.017731,0.006885,2.5754
CUTENSOR_OP_MAX,fp16,kernel,"[[64,64,64]]",0.020212,0.008750,2.3099
CUTENSOR_OP_MAX,fp16,kernel,"[[128,128,64]]",0.040269,0.021885,1.8401
CUTENSOR_OP_MAX,bf16,kernel,[[1024]],0.011231,0.003673,3.0576
CUTENSOR_OP_MAX,bf16,kernel,[[2048]],0.010423,0.004077,2.5566
CUTENSOR_OP_MAX,bf16,kernel,[[4096]],0.010846,0.004577,2.3697
