op,dtype,mode,shape,latency_base_ms,latency_ms,speedup
CUTENSOR_OP_MAX,bf16,kernel,[[8192]],0.011654,0.004250,2.7421
CUTENSOR_OP_MAX,bf16,kernel,[[16384]],0.013288,0.004731,2.8089
CUTENSOR_OP_MAX,bf16,kernel,[[32768]],0.016577,0.005865,2.8262
CUTENSOR_OP_MAX,bf16,kernel,[[65536]],0.016865,0.006077,2.7753
CUTENSOR_OP_MAX,bf16,kernel,[[131072]],0.017731,0.006808,2.6045
CUTENSOR_OP_MAX,bf16,kernel,[[262144]],0.020308,0.008538,2.3784
CUTENSOR_OP_MAX,bf16,kernel,[[524288]],0.026519,0.012788,2.0737
CUTENSOR_OP_MAX,bf16,kernel,[[1048576]],0.040442,0.021885,1.8480
CUTENSOR_OP_MAX,bf16,kernel,[[2097152]],0.067269,0.040442,1.6633
CUTENSOR_OP_MAX,bf16,kernel,[[4194304]],0.135058,0.064904,2.0809
CUTENSOR_OP_MAX,bf16,kernel,[[8388608]],0.244692,0.107750,2.2709
CUTENSOR_OP_MAX,bf16,kernel,"[[128,128]]",0.013577,0.004885,2.7795
CUTENSOR_OP_MAX,bf16,kernel,"[[32,64,16]]",0.016808,0.006212,2.7059
CUTENSOR_OP_MAX,bf16,kernel,"[[64,256]]",0.013519,0.004827,2.8008
CUTENSOR_OP_MAX,bf16,kernel,"[[16,64,64]]",0.017442,0.006288,2.7737
CUTENSOR_OP_MAX,bf16,kernel,"[[256,512]]",0.018115,0.007038,2.5738
CUTENSOR_OP_MAX,bf16,kernel,"[[128,1024]]",0.018212,0.006981,2.6088
CUTENSOR_OP_MAX,bf16,kernel,"[[64,64,64]]",0.020462,0.008808,2.3231
CUTENSOR_OP_MAX,bf16,kernel,"[[128,128,64]]",0.040923,0.022058,1.8553
CUTENSOR_OP_MIN,fp32,kernel,[[1024]],0.009365,0.003685,2.5418
CUTENSOR_OP_MIN,fp32,kernel,[[2048]],0.009788,0.003827,2.5578
CUTENSOR_OP_MIN,fp32,kernel,[[4096]],0.010192,0.004385,2.3246
CUTENSOR_OP_MIN,fp32,kernel,[[8192]],0.010981,0.004154,2.6435
CUTENSOR_OP_MIN,fp32,kernel,[[16384]],0.012692,0.004712,2.6939
CUTENSOR_OP_MIN,fp32,kernel,[[32768]],0.015788,0.005846,2.7007
CUTENSOR_OP_MIN,fp32,kernel,[[65536]],0.016750,0.006827,2.4535
CUTENSOR_OP_MIN,fp32,kernel,[[131072]],0.018788,0.008596,2.1857
CUTENSOR_OP_MIN,fp32,kernel,[[262144]],0.024077,0.012846,1.8743
CUTENSOR_OP_MIN,fp32,kernel,[[524288]],0.036673,0.022038,1.6640
CUTENSOR_OP_MIN,fp32,kernel,[[1048576]],0.061596,0.040385,1.5252
CUTENSOR_OP_MIN,fp32,kernel,[[2097152]],0.124519,0.063769,1.9527
CUTENSOR_OP_MIN,fp32,kernel,[[4194304]],0.230212,0.107385,2.1438
CUTENSOR_OP_MIN,fp32,kernel,[[8388608]],0.430192,0.192962,2.2294
CUTENSOR_OP_MIN,fp32,kernel,"[[128,128]]",0.012788,0.004981,2.5676
CUTENSOR_OP_MIN,fp32,kernel,"[[32,64,16]]",0.011962,0.005000,2.3923
CUTENSOR_OP_MIN,fp32,kernel,"[[64,256]]",0.010327,0.004000,2.5817
CUTENSOR_OP_MIN,fp32,kernel,"[[16,64,64]]",0.011865,0.005308,2.2355
CUTENSOR_OP_MIN,fp32,kernel,"[[256,512]]",0.014615,0.007519,1.9437
CUTENSOR_OP_MIN,fp32,kernel,"[[128,1024]]",0.014635,0.007462,1.9613
CUTENSOR_OP_MIN,fp32,kernel,"[[64,64,64]]",0.020538,0.011692,1.7566
CUTENSOR_OP_MIN,fp32,kernel,"[[128,128,64]]",0.057769,0.039269,1.4711
CUTENSOR_OP_MIN,fp16,kernel,[[1024]],0.010212,0.003308,3.0872
CUTENSOR_OP_MIN,fp16,kernel,[[2048]],0.009404,0.003365,2.7943
CUTENSOR_OP_MIN,fp16,kernel,[[4096]],0.010096,0.004346,2.3230
CUTENSOR_OP_MIN,fp16,kernel,[[8192]],0.011077,0.004038,2.7429
CUTENSOR_OP_MIN,fp16,kernel,[[16384]],0.012885,0.004673,2.7572
CUTENSOR_OP_MIN,fp16,kernel,[[32768]],0.016231,0.005942,2.7314
CUTENSOR_OP_MIN,fp16,kernel,[[65536]],0.016769,0.006154,2.7250
CUTENSOR_OP_MIN,fp16,kernel,[[131072]],0.017827,0.006846,2.6039
CUTENSOR_OP_MIN,fp16,kernel,[[262144]],0.020212,0.008596,2.3512
CUTENSOR_OP_MIN,fp16,kernel,[[524288]],0.026269,0.012827,2.0480
CUTENSOR_OP_MIN,fp16,kernel,[[1048576]],0.040173,0.021885,1.8357
CUTENSOR_OP_MIN,fp16,kernel,[[2097152]],0.066923,0.040385,1.6571
CUTENSOR_OP_MIN,fp16,kernel,[[4194304]],0.134308,0.064692,2.0761
CUTENSOR_OP_MIN,fp16,kernel,[[8388608]],0.244000,0.107615,2.2673
CUTENSOR_OP_MIN,fp16,kernel,"[[128,128]]",0.012769,0.004654,2.7438
CUTENSOR_OP_MIN,fp16,kernel,"[[32,64,16]]",0.015769,0.005923,2.6623
CUTENSOR_OP_MIN,fp16,kernel,"[[64,256]]",0.012615,0.004519,2.7915
CUTENSOR_OP_MIN,fp16,kernel,"[[16,64,64]]",0.015923,0.005846,2.7237
CUTENSOR_OP_MIN,fp16,kernel,"[[256,512]]",0.016635,0.006846,2.4298
CUTENSOR_OP_MIN,fp16,kernel,"[[128,1024]]",0.017346,0.006692,2.5920
CUTENSOR_OP_MIN,fp16,kernel,"[[64,64,64]]",0.019904,0.008500,2.3416
CUTENSOR_OP_MIN,fp16,kernel,"[[128,128,64]]",0.039365,0.021750,1.8099
CUTENSOR_OP_MIN,bf16,kernel,[[1024]],0.010481,0.003481,3.0110
CUTENSOR_OP_MIN,bf16,kernel,[[2048]],0.009654,0.003885,2.4851
CUTENSOR_OP_MIN,bf16,kernel,[[4096]],0.010115,0.004346,2.3274
CUTENSOR_OP_MIN,bf16,kernel,[[8192]],0.011038,0.004038,2.7333
CUTENSOR_OP_MIN,bf16,kernel,[[16384]],0.012673,0.004558,2.7806
CUTENSOR_OP_MIN,bf16,kernel,[[32768]],0.015673,0.005731,2.7349
CUTENSOR_OP_MIN,bf16,kernel,[[65536]],0.016231,0.005827,2.7855
CUTENSOR_OP_MIN,bf16,kernel,[[131072]],0.013462,0.006635,2.0290
CUTENSOR_OP_MIN,bf16,kernel,[[262144]],0.016365,0.007365,2.2219
CUTENSOR_OP_MIN,bf16,kernel,[[524288]],0.022731,0.011808,1.9251
CUTENSOR_OP_MIN,bf16,kernel,[[1048576]],0.036538,0.020731,1.7625
CUTENSOR_OP_MIN,bf16,kernel,[[2097152]],0.063115,0.039231,1.6088
CUTENSOR_OP_MIN,bf16,kernel,[[4194304]],0.130981,0.063635,2.0583
CUTENSOR_OP_MIN,bf16,kernel,[[8388608]],0.240673,0.106750,2.2545
CUTENSOR_OP_MIN,bf16,kernel,"[[128,128]]",0.011000,0.004192,2.6239
CUTENSOR_OP_MIN,bf16,kernel,"[[32,64,16]]",0.012077,0.005769,2.0933
CUTENSOR_OP_MIN,bf16,kernel,"[[64,256]]",0.010904,0.004577,2.3824
CUTENSOR_OP_MIN,bf16,kernel,"[[16,64,64]]",0.012385,0.006077,2.0380
CUTENSOR_OP_MIN,bf16,kernel,"[[256,512]]",0.013558,0.005500,2.4650
CUTENSOR_OP_MIN,bf16,kernel,"[[128,1024]]",0.013173,0.006635,1.9855
CUTENSOR_OP_MIN,bf16,kernel,"[[64,64,64]]",0.016212,0.007327,2.2126
CUTENSOR_OP_MIN,bf16,kernel,"[[128,128,64]]",0.035981,0.020654,1.7421
CUTENSOR_OP_MISH,bf16,kernel,[[1024]],0.014962,0.003796,3.9412
CUTENSOR_OP_MISH,bf16,kernel,[[2048]],0.014635,0.004058,3.6066
CUTENSOR_OP_MISH,bf16,kernel,[[4096]],0.015154,0.004635,3.2697
CUTENSOR_OP_MISH,bf16,kernel,[[8192]],0.016192,0.004404,3.6769
CUTENSOR_OP_MISH,bf16,kernel,[[16384]],0.018308,0.005019,3.6475
CUTENSOR_OP_MISH,bf16,kernel,[[32768]],0.022173,0.006115,3.6258
CUTENSOR_OP_MISH,bf16,kernel,[[65536]],0.022885,0.006192,3.6957
CUTENSOR_OP_MISH,bf16,kernel,[[131072]],0.023288,0.006923,3.3639
CUTENSOR_OP_MISH,bf16,kernel,[[262144]],0.026000,0.008327,3.1224
CUTENSOR_OP_MISH,bf16,kernel,[[524288]],0.031846,0.010981,2.9002
CUTENSOR_OP_MISH,bf16,kernel,[[1048576]],0.045327,0.016577,2.7343
CUTENSOR_OP_MISH,bf16,kernel,[[2097152]],0.066827,0.028904,2.3120
CUTENSOR_OP_MISH,bf16,kernel,[[4194304]],0.163538,0.050231,3.2557
CUTENSOR_OP_MISH,bf16,kernel,[[8388608]],0.310481,0.084712,3.6652
CUTENSOR_OP_MISH,bf16,kernel,"[[128,128]]",0.018154,0.005019,3.6169
CUTENSOR_OP_MISH,bf16,kernel,"[[32,64,16]]",0.022346,0.005981,3.7363
CUTENSOR_OP_MISH,bf16,kernel,"[[64,256]]",0.018577,0.004981,3.7297
CUTENSOR_OP_MISH,bf16,kernel,"[[16,64,64]]",0.022596,0.006173,3.6604
CUTENSOR_OP_MISH,bf16,kernel,"[[256,512]]",0.023404,0.006942,3.3712
CUTENSOR_OP_MISH,bf16,kernel,"[[128,1024]]",0.023346,0.006904,3.3816
CUTENSOR_OP_MISH,bf16,kernel,"[[64,64,64]]",0.025904,0.008154,3.1769
CUTENSOR_OP_MISH,bf16,kernel,"[[128,128,64]]",0.045269,0.016654,2.7182
CUTENSOR_OP_MISH,fp32,kernel,[[1024]],0.013596,0.003712,3.6632
CUTENSOR_OP_MISH,fp32,kernel,[[2048]],0.015500,0.004000,3.8750
CUTENSOR_OP_MISH,fp32,kernel,[[4096]],0.015981,0.004500,3.5513
CUTENSOR_OP_MISH,fp32,kernel,[[8192]],0.017038,0.004558,3.7384
CUTENSOR_OP_MISH,fp32,kernel,[[16384]],0.019038,0.005173,3.6803
CUTENSOR_OP_MISH,fp32,kernel,[[32768]],0.022865,0.006173,3.7040
CUTENSOR_OP_MISH,fp32,kernel,[[65536]],0.023115,0.006346,3.6424
CUTENSOR_OP_MISH,fp32,kernel,[[131072]],0.024692,0.007385,3.3438
CUTENSOR_OP_MISH,fp32,kernel,[[262144]],0.028827,0.009692,2.9742
CUTENSOR_OP_MISH,fp32,kernel,[[524288]],0.038173,0.015442,2.4720
CUTENSOR_OP_MISH,fp32,kernel,[[1048576]],0.057692,0.025769,2.2388
CUTENSOR_OP_MISH,fp32,kernel,[[2097152]],0.138462,0.048000,2.8846
CUTENSOR_OP_MISH,fp32,kernel,[[4194304]],0.289346,0.076808,3.7672
CUTENSOR_OP_MISH,fp32,kernel,[[8388608]],0.547019,0.134654,4.0624
CUTENSOR_OP_MISH,fp32,kernel,"[[128,128]]",0.018885,0.005058,3.7338
CUTENSOR_OP_MISH,fp32,kernel,"[[32,64,16]]",0.022923,0.006038,3.7962
CUTENSOR_OP_MISH,fp32,kernel,"[[64,256]]",0.018962,0.005038,3.7634
CUTENSOR_OP_MISH,fp32,kernel,"[[16,64,64]]",0.022942,0.006250,3.6708
CUTENSOR_OP_MISH,fp32,kernel,"[[256,512]]",0.024154,0.007404,3.2623
CUTENSOR_OP_MISH,fp32,kernel,"[[128,1024]]",0.024385,0.007462,3.2680
CUTENSOR_OP_MISH,fp32,kernel,"[[64,64,64]]",0.028308,0.009750,2.9034
CUTENSOR_OP_MISH,fp32,kernel,"[[128,128,64]]",0.054769,0.025731,2.1285
CUTENSOR_OP_MISH,fp16,kernel,[[1024]],0.015231,0.003615,4.2128
CUTENSOR_OP_MISH,fp16,kernel,[[2048]],0.014615,0.004000,3.6538
CUTENSOR_OP_MISH,fp16,kernel,[[4096]],0.014846,0.003962,3.7476
CUTENSOR_OP_MISH,fp16,kernel,[[8192]],0.015231,0.004462,3.4138
CUTENSOR_OP_MISH,fp16,kernel,[[16384]],0.017712,0.004462,3.9698
CUTENSOR_OP_MISH,fp16,kernel,[[32768]],0.017365,0.004962,3.5000
CUTENSOR_OP_MISH,fp16,kernel,[[65536]],0.017712,0.006288,2.8165
CUTENSOR_OP_MISH,fp16,kernel,[[131072]],0.017942,0.005808,3.0894
CUTENSOR_OP_MISH,fp16,kernel,[[262144]],0.020865,0.007442,2.8036
CUTENSOR_OP_MISH,fp16,kernel,[[524288]],0.026942,0.009865,2.7310
CUTENSOR_OP_MISH,fp16,kernel,[[1048576]],0.039962,0.015942,2.5066
CUTENSOR_OP_MISH,fp16,kernel,[[2097152]],0.062635,0.028077,2.2308
CUTENSOR_OP_MISH,fp16,kernel,[[4194304]],0.160115,0.049404,3.2409
CUTENSOR_OP_MISH,fp16,kernel,[[8388608]],0.306615,0.084077,3.6468
CUTENSOR_OP_MISH,fp16,kernel,"[[128,128]]",0.015615,0.004346,3.5929
CUTENSOR_OP_MISH,fp16,kernel,"[[32,64,16]]",0.016904,0.004385,3.8553
CUTENSOR_OP_MISH,fp16,kernel,"[[64,256]]",0.015692,0.004365,3.5947
CUTENSOR_OP_MISH,fp16,kernel,"[[16,64,64]]",0.017250,0.004712,3.6612
CUTENSOR_OP_MISH,fp16,kernel,"[[256,512]]",0.017212,0.005423,3.1738
CUTENSOR_OP_MISH,fp16,kernel,"[[128,1024]]",0.018250,0.005442,3.3534
CUTENSOR_OP_MISH,fp16,kernel,"[[64,64,64]]",0.021000,0.007115,2.9514
CUTENSOR_OP_MISH,fp16,kernel,"[[128,128,64]]",0.040558,0.015827,2.5626
CUTENSOR_OP_MUL,bf16,kernel,[[1024]],0.011400,0.003900,2.9231
CUTENSOR_OP_MUL,bf16,kernel,[[2048]],0.009788,0.004135,2.3674
CUTENSOR_OP_MUL,bf16,kernel,[[4096]],0.010212,0.004635,2.2033
CUTENSOR_OP_MUL,bf16,kernel,[[8192]],0.011192,0.004269,2.6216
CUTENSOR_OP_MUL,bf16,kernel,[[16384]],0.012654,0.004846,2.6111
CUTENSOR_OP_MUL,bf16,kernel,[[32768]],0.016077,0.006019,2.6709
CUTENSOR_OP_MUL,bf16,kernel,[[65536]],0.016250,0.006250,2.6000
CUTENSOR_OP_MUL,bf16,kernel,[[131072]],0.017135,0.006904,2.4819
CUTENSOR_OP_MUL,bf16,kernel,[[262144]],0.019654,0.008635,2.2762
CUTENSOR_OP_MUL,bf16,kernel,[[524288]],0.026154,0.013096,1.9971
CUTENSOR_OP_MUL,bf16,kernel,[[1048576]],0.039692,0.022096,1.7963
CUTENSOR_OP_MUL,bf16,kernel,[[2097152]],0.066481,0.040481,1.6423
CUTENSOR_OP_MUL,bf16,kernel,[[4194304]],0.131673,0.064692,2.0354
CUTENSOR_OP_MUL,bf16,kernel,[[8388608]],0.241077,0.107250,2.2478
CUTENSOR_OP_MUL,bf16,kernel,"[[128,128]]",0.011192,0.004404,2.5415
CUTENSOR_OP_MUL,bf16,kernel,"[[32,64,16]]",0.012135,0.005058,2.3992
CUTENSOR_OP_MUL,bf16,kernel,"[[64,256]]",0.010962,0.004750,2.3077
CUTENSOR_OP_MUL,bf16,kernel,"[[16,64,64]]",0.012808,0.005250,2.4396
CUTENSOR_OP_MUL,bf16,kernel,"[[256,512]]",0.013712,0.005942,2.3074
CUTENSOR_OP_MUL,bf16,kernel,"[[128,1024]]",0.013692,0.006000,2.2821
CUTENSOR_OP_MUL,bf16,kernel,"[[64,64,64]]",0.016596,0.007942,2.0896
CUTENSOR_OP_MUL,bf16,kernel,"[[128,128,64]]",0.036788,0.021788,1.6884
CUTENSOR_OP_MUL,fp32,kernel,[[1024]],0.009462,0.003731,2.5361
CUTENSOR_OP_MUL,fp32,kernel,[[2048]],0.009865,0.003788,2.6041
CUTENSOR_OP_MUL,fp32,kernel,[[4096]],0.010115,0.004019,2.5167
CUTENSOR_OP_MUL,fp32,kernel,[[8192]],0.010500,0.004481,2.3433
CUTENSOR_OP_MUL,fp32,kernel,[[16384]],0.012981,0.004269,3.0405
CUTENSOR_OP_MUL,fp32,kernel,[[32768]],0.016077,0.006192,2.5963
CUTENSOR_OP_MUL,fp32,kernel,[[65536]],0.016673,0.006750,2.4701
CUTENSOR_OP_MUL,fp32,kernel,[[131072]],0.018750,0.008615,2.1763
CUTENSOR_OP_MUL,fp32,kernel,[[262144]],0.024154,0.012846,1.8802
CUTENSOR_OP_MUL,fp32,kernel,[[524288]],0.036962,0.022077,1.6742
CUTENSOR_OP_MUL,fp32,kernel,[[1048576]],0.061846,0.040365,1.5322
CUTENSOR_OP_MUL,fp32,kernel,[[2097152]],0.124654,0.063692,1.9571
CUTENSOR_OP_MUL,fp32,kernel,[[4194304]],0.230442,0.107481,2.1440
CUTENSOR_OP_MUL,fp32,kernel,[[8388608]],0.430308,0.193038,2.2291
CUTENSOR_OP_MUL,fp32,kernel,"[[128,128]]",0.012962,0.005077,2.5530
CUTENSOR_OP_MUL,fp32,kernel,"[[32,64,16]]",0.016077,0.006077,2.6456
CUTENSOR_OP_MUL,fp32,kernel,"[[64,256]]",0.013154,0.005000,2.6308
CUTENSOR_OP_MUL,fp32,kernel,"[[16,64,64]]",0.017077,0.006981,2.4463
CUTENSOR_OP_MUL,fp32,kernel,"[[256,512]]",0.018769,0.008596,2.1834
CUTENSOR_OP_MUL,fp32,kernel,"[[128,1024]]",0.019038,0.008558,2.2247
CUTENSOR_OP_MUL,fp32,kernel,"[[64,64,64]]",0.024231,0.012885,1.8806
CUTENSOR_OP_MUL,fp32,kernel,"[[128,128,64]]",0.061788,0.040596,1.5220
CUTENSOR_OP_MUL,fp16,kernel,[[1024]],0.010885,0.003769,2.8878
CUTENSOR_OP_MUL,fp16,kernel,[[2048]],0.009712,0.004019,2.4163
CUTENSOR_OP_MUL,fp16,kernel,[[4096]],0.010173,0.004481,2.2704
CUTENSOR_OP_MUL,fp16,kernel,[[8192]],0.011058,0.004212,2.6256
CUTENSOR_OP_MUL,fp16,kernel,[[16384]],0.012712,0.004635,2.7427
CUTENSOR_OP_MUL,fp16,kernel,[[32768]],0.015673,0.005808,2.6987
CUTENSOR_OP_MUL,fp16,kernel,[[65536]],0.016173,0.005981,2.7042
CUTENSOR_OP_MUL,fp16,kernel,[[131072]],0.017365,0.006885,2.5223
CUTENSOR_OP_MUL,fp16,kernel,[[262144]],0.019904,0.008615,2.3103
CUTENSOR_OP_MUL,fp16,kernel,[[524288]],0.026038,0.012769,2.0392
CUTENSOR_OP_MUL,fp16,kernel,[[1048576]],0.039750,0.021904,1.8147
CUTENSOR_OP_MUL,fp16,kernel,[[2097152]],0.066308,0.040500,1.6372
CUTENSOR_OP_MUL,fp16,kernel,[[4194304]],0.134442,0.064654,2.0794
CUTENSOR_OP_MUL,fp16,kernel,[[8388608]],0.243808,0.107423,2.2696
CUTENSOR_OP_MUL,fp16,kernel,"[[128,128]]",0.012808,0.004750,2.6964
CUTENSOR_OP_MUL,fp16,kernel,"[[32,64,16]]",0.015673,0.005923,2.6461
CUTENSOR_OP_MUL,fp16,kernel,"[[64,256]]",0.012654,0.004712,2.6857
CUTENSOR_OP_MUL,fp16,kernel,"[[16,64,64]]",0.016269,0.006019,2.7029
CUTENSOR_OP_MUL,fp16,kernel,"[[256,512]]",0.017192,0.006788,2.5326
CUTENSOR_OP_MUL,fp16,kernel,"[[128,1024]]",0.017154,0.006827,2.5127
CUTENSOR_OP_MUL,fp16,kernel,"[[64,64,64]]",0.019865,0.008654,2.2956
CUTENSOR_OP_MUL,fp16,kernel,"[[128,128,64]]",0.039481,0.021904,1.8025
CUTENSOR_OP_NEG,fp32,kernel,[[1024]],0.006985,0.003877,1.8016
CUTENSOR_OP_NEG,fp32,kernel,[[2048]],0.006904,0.004038,1.7095
CUTENSOR_OP_NEG,fp32,kernel,[[4096]],0.007173,0.004558,1.5738
CUTENSOR_OP_NEG,fp32,kernel,[[8192]],0.007712,0.004212,1.8311
CUTENSOR_OP_NEG,fp32,kernel,[[16384]],0.008769,0.004750,1.8462
CUTENSOR_OP_NEG,fp32,kernel,[[32768]],0.010923,0.006308,1.7317
CUTENSOR_OP_NEG,fp32,kernel,[[65536]],0.008731,0.005308,1.6449
CUTENSOR_OP_NEG,fp32,kernel,[[131072]],0.012327,0.007173,1.7185
CUTENSOR_OP_NEG,fp32,kernel,[[262144]],0.015077,0.009250,1.6299
CUTENSOR_OP_NEG,fp32,kernel,[[524288]],0.022154,0.014788,1.4980
CUTENSOR_OP_NEG,fp32,kernel,[[1048576]],0.034981,0.025442,1.3749
CUTENSOR_OP_NEG,fp32,kernel,[[2097152]],0.058500,0.045923,1.2739
CUTENSOR_OP_NEG,fp32,kernel,[[4194304]],0.135077,0.073019,1.8499
CUTENSOR_OP_NEG,fp32,kernel,[[8388608]],0.249885,0.132154,1.8909
CUTENSOR_OP_NEG,fp32,kernel,"[[128,128]]",0.007577,0.004327,1.7511
CUTENSOR_OP_NEG,fp32,kernel,"[[32,64,16]]",0.008327,0.004981,1.6718
CUTENSOR_OP_NEG,fp32,kernel,"[[64,256]]",0.007577,0.004808,1.5760
CUTENSOR_OP_NEG,fp32,kernel,"[[16,64,64]]",0.010558,0.006269,1.6840
CUTENSOR_OP_NEG,fp32,kernel,"[[256,512]]",0.012077,0.007096,1.7019
CUTENSOR_OP_NEG,fp32,kernel,"[[128,1024]]",0.012404,0.007269,1.7063
CUTENSOR_OP_NEG,fp32,kernel,"[[64,64,64]]",0.015115,0.009250,1.6341
CUTENSOR_OP_NEG,fp32,kernel,"[[128,128,64]]",0.036385,0.025442,1.4301
CUTENSOR_OP_NEG,fp16,kernel,[[1024]],0.007481,0.003712,2.0155
CUTENSOR_OP_NEG,fp16,kernel,[[2048]],0.006635,0.004019,1.6507
CUTENSOR_OP_NEG,fp16,kernel,[[4096]],0.006904,0.004519,1.5277
CUTENSOR_OP_NEG,fp16,kernel,[[8192]],0.007481,0.004096,1.8263
CUTENSOR_OP_NEG,fp16,kernel,[[16384]],0.008558,0.004635,1.8465
CUTENSOR_OP_NEG,fp16,kernel,[[32768]],0.010558,0.005635,1.8737
CUTENSOR_OP_NEG,fp16,kernel,[[65536]],0.010923,0.005942,1.8382
CUTENSOR_OP_NEG,fp16,kernel,[[131072]],0.011385,0.006154,1.8500
CUTENSOR_OP_NEG,fp16,kernel,[[262144]],0.012827,0.006981,1.8375
CUTENSOR_OP_NEG,fp16,kernel,[[524288]],0.016192,0.009308,1.7397
CUTENSOR_OP_NEG,fp16,kernel,[[1048576]],0.023481,0.014558,1.6129
CUTENSOR_OP_NEG,fp16,kernel,[[2097152]],0.037769,0.025442,1.4845
CUTENSOR_OP_NEG,fp16,kernel,[[4194304]],0.064712,0.046942,1.3785
CUTENSOR_OP_NEG,fp16,kernel,[[8388608]],0.143442,0.074962,1.9135
CUTENSOR_OP_NEG,fp16,kernel,"[[128,128]]",0.008635,0.004673,1.8477
CUTENSOR_OP_NEG,fp16,kernel,"[[32,64,16]]",0.010538,0.005596,1.8832
CUTENSOR_OP_NEG,fp16,kernel,"[[64,256]]",0.008577,0.004615,1.8583
CUTENSOR_OP_NEG,fp16,kernel,"[[16,64,64]]",0.010885,0.005827,1.8680
CUTENSOR_OP_NEG,fp16,kernel,"[[256,512]]",0.011404,0.006269,1.8190
CUTENSOR_OP_NEG,fp16,kernel,"[[128,1024]]",0.011346,0.006250,1.8154
CUTENSOR_OP_NEG,fp16,kernel,"[[64,64,64]]",0.012904,0.007058,1.8283
CUTENSOR_OP_NEG,fp16,kernel,"[[128,128,64]]",0.023462,0.014558,1.6116
CUTENSOR_OP_NEG,bf16,kernel,[[1024]],0.007462,0.003731,2.0000
CUTENSOR_OP_NEG,bf16,kernel,[[2048]],0.006654,0.003981,1.6715
CUTENSOR_OP_NEG,bf16,kernel,[[4096]],0.006904,0.004481,1.5408
CUTENSOR_OP_NEG,bf16,kernel,[[8192]],0.007500,0.004115,1.8224
CUTENSOR_OP_NEG,bf16,kernel,[[16384]],0.008596,0.004692,1.8320
CUTENSOR_OP_NEG,bf16,kernel,[[32768]],0.010577,0.005769,1.8333
CUTENSOR_OP_NEG,bf16,kernel,[[65536]],0.010962,0.005923,1.8506
CUTENSOR_OP_NEG,bf16,kernel,[[131072]],0.011404,0.006250,1.8246
CUTENSOR_OP_NEG,bf16,kernel,[[262144]],0.012846,0.007058,1.8202
CUTENSOR_OP_NEG,bf16,kernel,[[524288]],0.016115,0.009212,1.7495
CUTENSOR_OP_NEG,bf16,kernel,[[1048576]],0.023500,0.014596,1.6100
CUTENSOR_OP_NEG,bf16,kernel,[[2097152]],0.037865,0.025596,1.4793
CUTENSOR_OP_NEG,bf16,kernel,[[4194304]],0.064827,0.046962,1.3804
CUTENSOR_OP_NEG,bf16,kernel,[[8388608]],0.143635,0.074288,1.9335
CUTENSOR_OP_NEG,bf16,kernel,"[[128,128]]",0.008654,0.004788,1.8072
CUTENSOR_OP_NEG,bf16,kernel,"[[32,64,16]]",0.010635,0.005788,1.8372
CUTENSOR_OP_NEG,bf16,kernel,"[[64,256]]",0.008615,0.004692,1.8361
CUTENSOR_OP_NEG,bf16,kernel,"[[16,64,64]]",0.010942,0.005962,1.8355
CUTENSOR_OP_NEG,bf16,kernel,"[[256,512]]",0.011404,0.006346,1.7970
CUTENSOR_OP_NEG,bf16,kernel,"[[128,1024]]",0.011327,0.006250,1.8123
CUTENSOR_OP_NEG,bf16,kernel,"[[64,64,64]]",0.012942,0.007058,1.8338
CUTENSOR_OP_NEG,bf16,kernel,"[[128,128,64]]",0.023442,0.014538,1.6124
CUTENSOR_OP_RCP,bf16,kernel,[[1024]],0.007312,0.003600,2.0310
CUTENSOR_OP_RCP,bf16,kernel,[[2048]],0.006154,0.003596,1.7112
CUTENSOR_OP_RCP,bf16,kernel,[[4096]],0.006327,0.004096,1.5446
CUTENSOR_OP_RCP,bf16,kernel,[[8192]],0.006615,0.003769,1.7551
CUTENSOR_OP_RCP,bf16,kernel,[[16384]],0.007038,0.004115,1.7103
CUTENSOR_OP_RCP,bf16,kernel,[[32768]],0.007788,0.005096,1.5283
CUTENSOR_OP_RCP,bf16,kernel,[[65536]],0.008115,0.004885,1.6614
CUTENSOR_OP_RCP,bf16,kernel,[[131072]],0.008577,0.005269,1.6277
CUTENSOR_OP_RCP,bf16,kernel,[[262144]],0.010365,0.006231,1.6636
CUTENSOR_OP_RCP,bf16,kernel,[[524288]],0.013519,0.008538,1.5833
CUTENSOR_OP_RCP,bf16,kernel,[[1048576]],0.021231,0.013635,1.5571
CUTENSOR_OP_RCP,bf16,kernel,[[2097152]],0.035750,0.024635,1.4512
CUTENSOR_OP_RCP,bf16,kernel,[[4194304]],0.062500,0.045692,1.3678
CUTENSOR_OP_RCP,bf16,kernel,[[8388608]],0.141250,0.073577,1.9198
CUTENSOR_OP_RCP,bf16,kernel,"[[128,128]]",0.007038,0.004058,1.7346
CUTENSOR_OP_RCP,bf16,kernel,"[[32,64,16]]",0.007673,0.004346,1.7655
CUTENSOR_OP_RCP,bf16,kernel,"[[64,256]]",0.006942,0.003692,1.8802
CUTENSOR_OP_RCP,bf16,kernel,"[[16,64,64]]",0.007923,0.004269,1.8559
CUTENSOR_OP_RCP,bf16,kernel,"[[256,512]]",0.008308,0.004731,1.7561
CUTENSOR_OP_RCP,bf16,kernel,"[[128,1024]]",0.008365,0.004712,1.7755
CUTENSOR_OP_RCP,bf16,kernel,"[[64,64,64]]",0.010154,0.005769,1.7600
CUTENSOR_OP_RCP,bf16,kernel,"[[128,128,64]]",0.021038,0.013192,1.5948
